"","TCGA-44-6778","TCGA-49-6742","TCGA-44-2661","TCGA-55-6984","TCGA-91-6829","TCGA-55-6968","TCGA-44-2655","TCGA-55-6979","TCGA-44-5645","TCGA-44-3396","TCGA-44-2668","TCGA-55-6971","TCGA-50-5933","TCGA-50-5932","TCGA-49-6761","TCGA-38-4632","TCGA-55-6980","TCGA-55-6982","TCGA-44-6146","TCGA-49-4512","TCGA-44-6777","TCGA-49-6745","TCGA-38-4626","TCGA-44-6147","TCGA-91-6828","TCGA-91-6849","TCGA-44-2662","TCGA-91-6831","TCGA-91-6836","TCGA-55-6975","TCGA-49-4490","TCGA-50-5939","TCGA-38-4625","TCGA-44-6776","TCGA-55-6978","TCGA-50-6595","TCGA-44-6148","TCGA-91-6847","TCGA-49-6743","TCGA-55-6986","TCGA-55-6972","TCGA-55-6983","TCGA-50-5935","TCGA-44-6145","TCGA-44-2657","TCGA-73-4676","TCGA-44-2665","TCGA-44-3398","TCGA-55-6985","TCGA-49-6744","TCGA-55-6981","TCGA-50-5936","TCGA-55-6970","TCGA-91-6835","TCGA-50-5931","TCGA-50-5930","TCGA-38-4627"
"ENSG00000114812",31.8815400732,1.14209216644,7.03225887175,3.10124402144,13.5660143804,5.33959275173,13.0346867591,4.11826418641,48.6302111017,25.1010562892,6.51907692364,9.21927264624,15.364049753,24.5395659148,36.7719284278,4.6330140903,16.6129535152,24.6636143758,9.44884057819,5.10725809627,18.399391736,6.23153711149,21.3677101552,13.8448249641,18.4632369296,49.1484219998,22.2769773578,30.9445931854,17.5760275531,3.61703921336,15.3443611045,15.8140628152,22.0146321119,43.0220802738,25.5982484771,52.7163519432,16.1066039041,13.6989139434,1.07167064128,48.5028215519,55.9911695331,4.16927899172,14.0465414839,13.4828982522,8.95336964333,33.7847688124,3.46097299003,11.9664318957,15.1442336535,31.46085229,10.085712816,25.920676958,27.7853126574,1.81560048922,41.2302857774,17.4868594646,19.6243953528
"ENSG00000114854",46.2098074429,52.7157582684,72.1861851003,108.523226613,42.9967014798,58.4377020665,60.8865428664,45.0216347013,93.6559388842,39.0636876155,26.9013064531,45.6725778978,41.7737000993,68.2770361178,59.2637976281,47.6718437837,67.1808631306,54.7722207273,46.8458413757,151.871613725,43.5457791771,130.267313274,45.0365463724,44.0498017067,63.3005509008,67.2590620906,66.509176967,72.1086252048,65.7638332978,48.5218619899,172.220257564,52.9143860932,56.758601027,77.0355329882,80.0128334787,60.8297389236,48.8339254478,95.6216141354,69.7413597846,65.0113526549,66.0945341586,36.4930925946,42.4096070541,59.1580893112,57.4732741762,127.386235357,55.5490228287,55.4334350948,39.8369945172,34.5265837088,34.9462994974,54.975667224,43.936290837,39.5632634641,72.7867245887,58.7486473262,69.8393878097
"ENSG00000115163",0.0780254549143,0.338287144701,0.477731868053,0.147354640445,0.48806863258,0.216479179991,0.182214803989,0.166911332736,0.151045466027,0.196493611841,0.471812779904,0.141214949074,0.0696696079716,0.158121711188,0.152182083139,0.479690541999,0.146788437531,0.187565099302,0.166119853574,0.140871458444,0.380451165529,0.360477491022,0.502567450075,0.545076092091,0.182697969468,0.151527520837,0.141903884987,0.145703097667,0.0683162767935,0.251207594661,0.432344638182,0.109453627045,0.086853054164,0.156033129139,0.156803235175,0.0802983303652,0.115670920498,0.0843140083752,0.20024152286,0.109756519891,0.255638646734,0.29120637801,0.353408234579,0.15319325608,0.979193995376,0.619958785365,0.172696223146,0.317447693565,0.250170322425,0.20409274417,0.313137923462,0.283422568055,0.296055838985,0.17598254157,0.134254252461,0.122598187476,0.414495293819
"ENSG00000115361",7.67797713169,3.3233974775,4.50742279186,6.13342258367,4.23232227989,4.05327715633,3.81969289887,6.93800199691,4.65671089291,4.31306319689,3.75337669553,10.8996096347,7.0816303276,7.2810785005,7.33270774518,5.61168046693,13.272806584,8.26999743914,10.6723762465,4.73051264227,3.35648548808,5.81086389196,4.03675692163,6.85078942308,8.50741708846,9.8796197111,4.76696526165,7.87749133001,5.91121665037,5.90125564934,6.82174587858,6.55522155011,4.15543711557,13.1657892158,8.30026817163,8.57009625189,7.94589024266,9.51365567986,6.12812092209,4.99492257511,10.9379945551,8.67082686967,5.02207593032,5.92278624434,3.73927093917,3.81611108892,7.46169434235,3.65362416722,4.46883706663,8.87100976536,12.4483291191,6.91153382094,8.97428127388,3.23123499938,6.60048182654,9.37393629345,2.62035218795
"ENSG00000115641",1.51003866367,2.22368804646,5.40618480306,0.714878466144,0.831770551083,0.961836765273,2.54484726248,1.51730676491,1.07521465213,2.7752515293,2.43573525641,1.060780867,2.22056892133,1.39336902808,0.888115436442,0.94851921966,0.778192024524,1.19921897347,1.97370994335,1.66763799755,1.52287407095,1.65818799594,1.91168416322,2.77970050953,1.88004902406,1.84921051903,1.70669752421,1.41717482446,1.06827180683,1.63083417516,2.24815459996,2.24793525117,1.53142081359,1.66707952226,1.96573577804,1.90328129457,1.39335364816,1.0698844511,3.71977921084,1.79115192274,0.907147368101,0.898744254197,3.06722718774,2.32986121868,1.15824070045,1.24994375218,4.83458528629,2.67865903517,1.75298761317,3.18488438978,1.88053831542,1.06450924438,1.37594133963,5.15261530386,1.46876637631,1.47221208215,3.63428050728
"ENSG00000116016",609.595793146,93.6795689222,186.602884654,146.887723213,131.130713598,110.971262788,362.950265437,127.575701026,632.058090319,476.428381523,192.207706697,198.509363981,406.262618895,438.804776261,498.586182559,98.1672138502,323.632664875,391.06146982,249.624174857,104.414418879,296.49082437,177.925371696,233.168545353,441.043482757,413.733386142,651.595807679,348.386739908,524.896037891,291.517201087,218.667065361,273.693750471,431.443910237,270.405042142,460.455206467,359.130538174,647.561421646,275.476170213,230.807422529,157.999569937,542.655674757,574.108728114,131.109315767,333.922761241,296.804335215,167.259984774,399.301155162,181.776675464,292.326614085,258.297919769,602.984268434,349.951210238,452.530986613,366.707835618,84.0532637574,623.851907735,274.287800351,176.993595924
"ENSG00000116194",5.15293586172,2.0064719288,3.82778623194,2.92398581817,1.09813051946,0.931547018164,2.97305165345,1.51973062746,4.83466918625,6.8589780132,1.99328074742,3.39030410032,3.3222657856,8.29267757734,1.5297250874,3.50405573884,4.02022602597,4.00428663324,9.28326850376,4.76114896312,3.58410040849,5.21254665651,2.5678012511,4.20538618624,2.68611731941,7.62308552446,3.77791728388,5.34896922962,1.57246884714,2.443486319,8.90437556208,4.2812956687,4.25133321722,2.9823006755,3.41124217058,5.56351335459,6.83026078417,4.1073979229,5.5091973307,3.58537901736,4.34129604301,1.46359444181,3.66944866074,2.41026157031,1.42649257481,4.34466391899,2.16362536753,7.03839575617,2.2319349126,5.38579169663,3.29666231958,2.43605570046,3.53154478903,6.78530864106,3.28577715852,4.71507657374,6.21463452436
"ENSG00000116771",0.165039442235,0.153331064672,0.205257497109,0.252218406992,0.150552904196,0.528342417136,0.27300636699,0.19859110369,0.145482677292,0.155858732912,0.130984663957,0.168017546408,0.128944510434,0.0975505543554,0.135799681889,0.326134746783,0.3991974468,0.284028124735,0.158119521426,0.434541492148,0.251478220414,0.190620497253,0.1386561744,0.0518825227496,0.167210803133,0.0934823785216,0.133662816867,0.192619495115,0.230301000698,0.137947752059,0.171467883503,0.119375598336,0.25260342273,0.123765478033,0.276391835869,0.127385271291,0.175854500433,0.147131317175,0.124796238233,0.245813284454,0.289675106556,0.274294567607,0.0764518395459,0.187792649299,1.69208918947,0.0905857673648,0.165520695074,0.153536286912,0.34897207197,0.0693798705753,0.331174667854,0.146127007638,0.552544685843,0.244281365953,0.224813220887,0.13371171317,0.426522378885
"ENSG00000117394",2.29768099062,3.50106449678,2.08298657509,1.80729452009,2.79921278715,2.38595875406,3.06929399327,1.88097926504,2.08864622839,4.76544833735,4.65555299469,1.75622156282,4.46776334392,1.54857863405,9.20276129439,4.60595550984,1.84832387967,2.49804859046,1.33718558814,2.29939465676,3.57923892968,2.50403535281,6.72479162593,2.68082516406,4.03858038824,3.05608691998,1.4849361685,2.20884949747,2.50210616931,1.34547510916,4.66560039214,1.41518574702,2.93924079671,1.41299130087,5.57467803724,2.57898940761,3.54592294005,2.44327518973,1.63487516182,5.73747264303,1.71970709697,2.73963467374,3.42665203296,2.17479757184,7.39880022034,7.43302854946,1.34957699489,5.9052418043,4.58996524896,2.34106017519,1.8484480142,1.76809778019,2.55132770508,6.77005051726,1.5789974975,1.91820316604,2.13264796458
"ENSG00000117399",0.670624573605,1.68105543487,1.6559896583,0.762166971031,2.26895236242,1.26382202332,0.991551728327,1.27895399211,0.881814992534,1.2581587544,2.31070193204,0.60457736686,0.21466648835,0.957316529494,0.795903707507,1.88364953317,0.714135111935,0.680239328599,0.533401231504,1.5382269279,1.66582726967,1.48094105651,1.45992659912,1.40016621748,0.765767498811,0.573370820176,0.41422287134,0.283541945705,0.448690109887,1.52297567288,2.27428421292,0.612373709014,0.352121373911,0.531377788416,1.00019126081,0.515666579075,0.806603182854,0.590677961716,0.681931447209,0.961150446758,0.83505458833,1.31048228416,1.26606947236,0.948557225286,9.98138166322,1.74618575812,0.868184079607,1.22045527378,1.49408851456,0.382985055924,0.771874225861,0.744589191178,0.948923650859,1.96918246773,0.493495268204,0.760471203017,2.07104728871
