"","TCGA-44-6778","TCGA-49-6742","TCGA-44-2661","TCGA-55-6984","TCGA-91-6829","TCGA-55-6968","TCGA-44-2655","TCGA-55-6979","TCGA-44-5645","TCGA-44-3396","TCGA-44-2668","TCGA-55-6971","TCGA-50-5933","TCGA-50-5932","TCGA-49-6761","TCGA-38-4632","TCGA-55-6980","TCGA-55-6982","TCGA-44-6146","TCGA-49-4512","TCGA-44-6777","TCGA-49-6745","TCGA-38-4626","TCGA-44-6147","TCGA-91-6828","TCGA-91-6849","TCGA-44-2662","TCGA-91-6831","TCGA-91-6836","TCGA-55-6975","TCGA-49-4490","TCGA-50-5939","TCGA-38-4625","TCGA-44-6776","TCGA-55-6978","TCGA-50-6595","TCGA-44-6148","TCGA-91-6847","TCGA-49-6743","TCGA-55-6986","TCGA-55-6972","TCGA-55-6983","TCGA-50-5935","TCGA-44-6145","TCGA-44-2657","TCGA-73-4676","TCGA-44-2665","TCGA-44-3398","TCGA-55-6985","TCGA-49-6744","TCGA-55-6981","TCGA-50-5936","TCGA-55-6970","TCGA-91-6835","TCGA-50-5931","TCGA-50-5930","TCGA-38-4627"
"ENSG00000164530",0.678226072326,0.109132956382,0.647963271638,0.0974109581454,0.0106000861113,0.0389913213591,0.476176278256,0.0722621655884,0.250102507187,0.170037446459,0.0897151524731,0.199876969396,2.0043582042,0.695908293183,0.0132537684414,0.116139175202,0.877855917684,0.0776808072828,0.3717911106,0.117380507797,0.49713053076,3.73611957054,0.0238812041786,0.295447297221,0.0528235904634,0.0357201198304,0.0205733066488,0.0139319446917,0.0189077826636,0.0334672257034,0.630967602062,0.180421949423,0.175997113952,0.0924681766511,0.082394300233,0.075513704877,0.206354426369,0.00710037836629,0.0108062927846,0.740655244327,0.0916310996986,0.0937986592598,0.114599955268,0.03841844869,0.858574391962,0.101558042942,0.0763435891735,0.194225712324,0.194744189161,0.089986592041,0.119541461479,0.030670959522,0.13632175758,2.20483358565,0.331009440578,0.143701630355,4.57029995653
"ENSG00000164619",1.12714249301,0.502469409144,2.76448095975,0.110230179734,1.02437734342,0.102952628407,1.91611781621,2.63305265863,0.586713610479,0.081906073881,0.213195382711,0.494770181546,0.0756043499641,0.129890491722,0.131232116191,0.0402482994224,0.0918409044316,0.0430727411034,0.406694636834,0.0671517865786,0.122594009963,0.151866688135,0.652628532945,0.448556703854,0.801983157296,0.0424419086844,0.0244447780766,0.220715319436,0.0524202860394,0.0331375553415,0.168683101631,0.236360673604,0.0801611854953,0.345301873174,0.0788632492097,1.36081133996,1.3592771475,0.210913073415,0.0770388834794,0.309344323514,0.101615901595,0.133739555744,2.52157963169,0.157232025175,0.39080003883,0.176981448203,0.0665205757296,0.500012457102,0.12671413201,0.938521845478,1.96145913163,0.145770402728,0.287955016916,2.06299579758,0.161353264095,0.132800351784,0.410123279962
"ENSG00000164647",2.55731534104,14.2518910398,9.74605405533,21.028743664,9.65958124023,5.22251757839,14.4050093201,22.5862446887,10.8503169409,38.198524195,30.5133103566,25.6481717125,26.8616956656,0.987202829456,20.2564887543,44.0005236521,5.27685944858,18.9289531758,11.7380745466,2.97595102393,4.52281708724,23.4641377885,4.67804132415,11.3417217526,3.71448986774,2.58868654274,59.3142737047,10.4965414683,10.6501431076,31.2422421577,13.8992261396,25.7126857277,46.4222551246,0.739322701544,30.871056975,23.8409545539,4.47318917889,2.49644933895,45.3604945927,22.8233027486,0.420792565163,6.46119798333,0.986758507144,23.1560402369,8.10992613168,31.087110686,50.002692479,41.1324127524,21.9785467026,19.9876433892,30.7321708101,11.4659560099,5.19822725219,33.0918488479,3.61749053384,18.3538375243,31.3443178197
"ENSG00000164694",0.547487390447,0.589459674896,2.06788294916,2.58042192558,112.88911071,5.16062141644,28.7007574818,5.9941708846,2.39574298123,9.80224529105,7.49074139309,4.48272853165,24.1320515465,0.944379780708,0.735040771064,2.02020994378,8.92661891434,20.0762748331,0.632489692091,9.78023996657,17.7536670959,9.0219945984,1.29192645681,3.8031116391,1.95302907427,1.09988158881,3.15693098167,29.8584869182,2.11972961074,33.5627835684,7.18641167159,6.2472704715,1.55840642616,1.67643813634,27.1390323668,10.1657561643,3.10771103504,0.403443208708,41.1388786757,1.35621820519,12.8322470095,7.5742531396,2.68174224668,14.1041109294,1.56960392132,0.984789998541,38.14961106,2.98082505586,16.7542187033,12.8761380709,5.72904036299,9.7206357148,1.71392593003,2.27671979745,4.67383011968,14.2196963445,34.2273006481
"ENSG00000164764",1.09671321954,0.740326304382,0.907702870087,1.02175303629,0.891094074432,0.629281792399,1.23382564544,0.276821963289,4.51409150074,0.16871318198,0.801922052825,0.744419723573,0.0733523381202,0.161723611626,0.754536462827,0.131309076594,0.987012083583,0.504232270025,1.15862232869,1.18660632888,0.633804564428,0.23540016315,0.830133831952,7.25714190822,0.449681452743,0.228061107309,0.082096083342,1.00810954206,0.0754499472475,0.160257844641,0.53713582405,0.3913622784,0.210690590214,0.393585741183,0.259376931291,0.20758372321,1.66421622321,7.96359516181,0.166736930969,0.780974738121,0.468027322649,0.82511432659,0.501338126617,0.299797717179,0.579534279236,0.518731512422,0.199033293353,0.852545854303,0.651292714104,0.899040125132,0.181722035247,0.236620539648,0.697676872902,0.681316724492,0.83316154985,0.229371801498,1.26514026491
"ENSG00000164855",0.901956931958,4.65058103678,2.38201889356,4.71496494708,3.51550735437,3.79011296757,2.21377249695,7.20697380612,1.4083040108,4.86622518589,1.47965517019,3.94648390408,6.16295190039,3.95058355597,17.8873130583,2.42035231528,4.34012865491,6.11807469379,6.61748027375,3.52271528423,1.70113545362,5.86932681996,2.29994303634,2.43490716578,3.03029413049,2.64679451919,5.10811612662,8.67907496716,3.92910264558,6.98960328864,6.41918386351,2.57924170233,1.42505122484,4.72437152332,4.09479438666,5.37356362408,1.41157865874,3.0506755182,4.39107926871,4.9851744194,3.132020254,3.81893179259,1.76528795498,3.25997149853,3.48417659684,4.53943242519,1.67882731538,1.23731039444,5.14116817576,2.234562631,16.434893138,5.10890554323,2.5020226161,3.17301031959,1.56337978782,7.04859105186,1.14971657547
"ENSG00000164932",11.8915098884,9.65473333745,52.2121400258,10.7258930204,104.291931465,39.9174237869,6.30251478344,80.9936486272,11.6455821447,110.802208794,70.4689487705,24.9984640051,64.7936090395,3.70760150225,61.0498425241,77.8693224655,62.6579547012,85.2514317969,1.74351848037,50.1087282957,83.0857391117,47.9473549878,16.4052129322,26.5739539148,44.0209277547,6.91815856873,71.8168493878,82.3208488707,16.9445032711,118.166969958,38.6495367678,34.8433169325,16.8815123616,3.03541368173,127.248192283,106.574300167,2.38156392908,54.7087991165,58.3749608215,7.60339325145,1.46787243179,37.7701568173,18.0237968686,47.7722160816,22.7828146657,12.3617410553,182.614398333,126.057986611,58.9414780535,59.8667555578,43.210353612,43.6961009018,9.3164751226,33.046958976,30.2072207614,52.0467993891,251.013510824
"ENSG00000164972",0.775844271265,0.950609480035,9.18478718059,3.54060256528,0.171781798552,1.91670750249,1.01861352799,0.163948240593,2.46302906367,0.469192597787,0.290779340608,0.215943058898,0.0343725127472,0.0648142523824,0.107393287023,5.45813769322,0.402630233267,2.6184532076,0.286911171752,2.24040788227,0.0456019666854,0.955996215043,0.812724344014,0.997485373408,0.0285347725181,2.63385617424,0.100021440803,2.43839045328,0.107244838152,0.0813539649134,1.27815883253,0.247403851318,0.149738197784,0.599404553024,1.23511289112,2.03958721071,85.5038067847,0.0115066590342,0.210148226049,0.349173396631,0.653376225008,12.2011175338,0.165081983281,0.954649948547,4.54794281445,0.394996563403,0.494880472419,2.16957042838,25.180096926,0.145829557081,0.11070016407,0.0497044319703,0.115719438944,6.00715468306,0.495160538042,1.28083190475,4.00882760072
"ENSG00000165072",11.0723441096,0.949250007866,5.46917384898,0.311550415621,8.55622228404,0.534776662847,3.35668445573,1.05814010319,14.4115991355,0.405987387417,2.01941498783,3.16466681989,0.847040743553,2.90886835579,0.705730499343,0.597330236339,7.91755882166,1.73913097446,4.18864254996,1.63358093311,5.42586887543,2.6116713586,6.08352298622,21.3631240545,3.60114160013,4.21467755363,0.143159039364,1.10433255001,1.37861971333,1.28590911173,1.89940239461,1.83070913257,1.07824490298,2.92544660056,0.344834612868,2.05615158012,4.56075238947,6.60346979041,0.954654934344,2.90081642968,1.07562642845,1.42268925785,3.45943452582,1.51101931822,8.67660947114,2.6915674621,2.18037607622,4.26861002743,0.934278353709,5.74745707224,0.991992959609,0.250540515742,2.74561661026,2.93038818244,0.654791139191,0.855025943492,4.18487759063
"ENSG00000165197",19.2439969408,1.22638983427,5.97003789142,0.376820307868,0.447773632909,0.197087576983,2.898602004,1.25232044702,5.37624331216,0.10453137455,0.194348105497,3.75257482843,0.0114867733031,1.97538668766,0.588583050729,0.298763038483,1.25582732302,0.100967009336,5.56111941867,0.254279000634,0.314949393384,1.49090414524,10.5018732312,4.08013678044,4.53908312195,2.9404311555,0.0334256510254,0.0150902438555,0.0409595440515,0.199373263758,1.91359315115,2.51042358324,1.60605336625,7.51169721146,0.0297481820937,0.0408959497847,2.43509018297,0.192267560964,1.0183111497,3.19434664966,2.32243341999,0.426707658269,2.78597890945,1.99740244894,6.2320938603,3.5530503499,0.0165381560569,8.18954372044,0.512271158855,9.9417420944,0.869366488222,0.249157028351,3.03748502218,2.97214305963,0.137895961883,0.25941492645,0.754657125266
"ENSG00000165304",9.01132523482,5.09078550436,1.54281751984,4.00522268613,11.1305368086,20.4123546021,0.525185260156,13.9747116161,1.26440400359,8.05420634335,13.7986147592,2.69269522252,7.27430152667,1.51669549749,4.38536156344,11.471292443,0.763254059949,4.36594823719,2.04627055236,1.72418332188,1.74309713798,9.69258456024,1.54847471086,2.30628182817,4.09684275909,0.755549382717,9.4648406942,21.9331683912,20.26818752,10.9471110973,1.78743494656,5.0743836249,25.0782204418,0.628675766619,13.2162201368,12.5403956884,0.188703493645,10.1912395417,11.7878836324,1.47507238164,1.63360411342,1.69586679513,1.1446713597,6.96535061964,2.38138795133,10.3264560209,1.68402037532,2.16940656106,6.65169150111,2.65870330379,5.45698556601,3.54495486673,5.38443500187,3.20025751823,7.27077565553,2.75008393814,1.70453249382
"ENSG00000165474",1.91670084183,46.047160316,4.53946374014,24.9906669236,13.5055317166,3.48425290938,0.979129869431,19.1497894882,1.47884769867,139.792893678,18.8785521587,9.47462405019,45.2535940646,2.57475752573,17.1285434146,11.4801445229,3.56495588162,36.8423777417,12.6224128844,20.7400711725,19.7377412213,12.8763210297,2.26404704997,1.08821667585,1.25197931041,3.10613449103,14.3812245278,6.72007667924,3.13392407585,52.5931315581,11.6252205977,12.948635874,1.82213938253,0.964642997483,19.9176366943,13.3506487838,1.27314769631,16.8241578391,11.4423991762,1.82444718281,0.211306526079,10.154320012,4.19657344778,17.9035986145,4.50653743908,10.2071565934,106.013041958,54.2873384468,21.1981726502,10.9905667784,4.62730790888,22.4122444659,13.3854929425,2.70135682657,4.281479278,3.40589245257,63.7275754047
"ENSG00000165480",2.1468432874,5.67777811392,0.935024843307,2.23584994483,2.34380145491,5.55868532676,0.641200729124,4.65518181326,0.559334841936,3.08358572879,4.9146478565,1.38906187382,3.26988262382,1.62790096072,2.07877183107,3.22107125186,0.405518744127,2.31788519054,0.82627217012,1.20740349395,0.889876698106,2.57262721609,0.508551601058,1.28091783148,1.4010498412,0.300620903507,3.27401766071,3.91193283225,8.17339773027,5.45397194307,1.24307655959,2.27234032445,6.89428274622,0.475013218676,2.8892970658,3.96721125473,0.207736963968,5.05760323754,6.03549887953,0.886064725366,1.34603920943,1.1673706804,0.681951614827,1.98896980928,1.91183902829,3.86952137001,1.0805823898,1.40109054346,1.91567821621,1.07861881387,1.09752239437,2.55780507184,2.95016231055,1.98892167656,2.81500038435,2.18057480515,0.855835495594
"ENSG00000165548",2.42229658205,0.0399965510424,0.526051144483,0.0612008767818,0.396256307211,7.78332873084,0.280970196485,3.96724853823,0.465355928942,1.08466428547,0.138096195094,0.476148845215,2.44861613085,0.23745668532,1.89925272829,0.563976799396,4.47992100566,0.848392102623,0.00648853019255,5.87451450225,2.36853829491,1.57825765208,0.229018858995,2.1385221072,5.9369188498,0.837836939251,0.0829398808983,0.59229266422,3.13217240696,0.0551948870865,2.57838965823,0.213629848213,0.682107060735,0.353413989816,1.03676365125,0.101476114909,0.175137637666,0.00520448918755,3.34261070392,2.86745207463,0.208209821135,1.63861918882,8.27403392266,0.0375469945393,1.35727420022,2.51982055802,1.30943833063,0.699114014692,1.42745072803,2.27558738836,3.83035093869,0.0843053720005,0.204602509494,3.62038133374,0.569237477982,0.0526657554594,2.78539723508
"ENSG00000165810",4.54734433254,0.79459185861,0.628981345778,0.623960259794,0.235422864872,0.479283797786,0.688414847992,0.417881780431,1.1125439001,0.568104518672,0.398506162985,1.52858291833,0.102212673351,0.660332029043,0.216604444242,0.0669182866639,0.555265557996,0.0976558720126,3.41272203108,0.300593469702,0.475601607505,0.46144353994,5.42732585632,1.87773171123,3.79994463461,0.568800384347,0.284499440515,0.0758959272727,0.237697839199,0.168292334965,0.601522447299,0.622290503945,0.590009372487,1.93742846317,0.143863063899,0.0474657573512,1.17875440747,0.205302368763,0.144907240388,1.61392304669,1.0597791188,0.429746746171,0.859075220231,0.751294107716,1.68614979379,0.612830247695,0.179152955927,0.441830463954,0.65285671033,2.46782277178,0.758559695701,0.109247036773,0.68006318974,0.657644686057,0.810912504978,0.281016521583,0.329463381481
"ENSG00000166123",11.6552062409,6.53868545195,1.6977890875,7.42600978664,11.7994873563,11.5531968384,2.76125286089,5.55352825147,2.1253111677,2.79646064657,4.46484950314,3.44168596096,14.3116102113,13.6187882555,3.08883307891,7.63512719479,8.79016444865,3.69487769575,12.0857605861,10.3871055307,1.82797571934,2.56559503594,2.50232474115,4.23792194614,21.3967187867,2.60883924606,7.89422448542,28.1430720484,13.3167090746,10.0965468712,4.65462238038,3.11220764001,21.4142646442,7.63098004033,6.11347380595,4.37427258171,7.63725037452,7.26533421346,1.28896589573,7.9226098713,4.6140080266,29.9500270464,5.82292661181,15.9988754204,3.72015424836,5.3785101182,4.71000776157,4.0045963739,5.22268029648,6.48782148265,7.83451054932,8.87023071339,23.9795482319,3.93646921913,13.6389979119,10.609600981,6.60856012018
"ENSG00000166292",21.0234248634,0.645878578918,3.66616012549,0.513689327606,1.21640547697,0.458915061025,5.16245217579,10.9482800704,1.52842039359,0.800268127044,0.575955225237,2.82031035057,0.09361364492,2.22096540782,6.96648353183,0.465995451773,1.82096196552,0.0498696882542,3.85018798132,0.324450243544,11.9003400694,2.58787890302,10.3709895369,3.35877284097,7.16386771864,0.544627346678,0.198115420943,0.156521035889,0.14414419034,0.322280400579,3.83550571014,0.601412865874,0.882710920802,2.80913793171,0.991793744718,0.12119611822,12.6810763563,1.04841264709,0.407574987737,2.75566569225,3.57365072628,0.411483248871,10.8415220816,2.21975609389,2.48857899075,10.1057591746,1.39681971745,15.0796281625,1.04929417505,4.24447425122,7.49619341407,0.393804143731,3.34436635909,1.93930890216,0.367792161515,0.615025835262,1.56961458404
